y0 [m],y1 [m],y2 [m],y3 [m],y4 [m],chord 0 [m],chord 1 [m],chord 2 [m],chord 3 [m],chord 4 [m],angle of attack 0 [deg],angle of attack 1 [deg],angle of attack 2 [deg],angle of attack 3 [deg],angle of attack 4 [deg],diameter 0 [m],diameter 1 [m],diameter 2 [m],diameter 3 [m],diameter 4 [m],airfoil 0,airfoil 1,airfoil 2,airfoil 3,airfoil 4,power [W],velocity [m/s],drag [N],weight [kg],pilot weight [kg],water weight [kg],payload [kg],empty weight [kg],wing weight [kg],wing CFRP weight [kg],span [m],wing area [m^2],mean aerodynamic chord [m],Aspect ratio [-],wing loading [kg/m^2],dihedral angle at root [deg],wing tip defrection [m],wing tip deflection at zerolift [m],wire tension [N],horizontal wire fixed point [m],vertical wire fixed point [m],CL,CD,CDi,CD0,wing efficiency
0.0,4.6,8.6,12.8,16.0,1.05,1.05,0.903,0.7455,0.462,4.8,4.8,4.8,3.2,2.0,0.10101,0.10101,0.0847917,0.07000245000000001,0.0433818,1.0,1.0,2.0,2.0,2.0,208.08431276547168,7.243903844349315,23.1957914086878,96.33546649452558,60.0,4.0,0.0,32.335466494525576,16.312466494525573,7.762357108430209,32.0,28.259700000000002,0.9158443571403,36.23534573969292,3.408934507249743,4.0,2.114859049698949,0.13404668899034689,1323.0,8.17,1.85,1.106713487338507,0.027191434325015865,0.010940431069957521,0.009823638044673148,0.9834531798819882
